aids,canonicalsmiles
0,"InChI=1S/C28H22F2N6O4/c29-22-5-3-16(10-23(22)30)14-36-9-1-2-19(28(36)40)26(38)32-8-7-25(37)34-17-4-6-24-20(11-17)21(27(39)35-24)12-18-13-31-15-33-18/h1-6
3,C1=CC=C2C(=C1)C=C(N2)O
1,2
0,"InChI=1S/C25H28N4O4S/c1-13-8-19(9-14(2)32-13)33-25(31)28-21-10-18(12-26-15(21)3)17-6-7-20-22(11-17)34-24(27-20)29-23(30)16-4-5-16/h6-7
0,16H
0,"InChI=1S/C21H23N5O3S/c1-12-18(26-21(28)29-15-6-4-3-5-7-15)10-14(11-22-12)16-8-9-17-19(24-16)30-20(25-17)23-13(2)27/h8-11
0,16H
0,12
0,16H
1,9-11
0,18H
0,17H
0,18H
0,17H
0,16H
1,5
0,16H
0,14
486.154,"InChI=1S/C24H24F2N4O3S/c1-13-19(29-23(32)33-17-6-8-24(25
0,4-5
0,15H
0,"InChI=1S/C21H23N5O3S/c1-12-16(26-21(28)29-15-6-4-3-5-7-15)8-14(10-22-12)17-9-19-18(11-23-17)25-20(30-19)24-13(2)27/h8-11
0,16H
1,14H
0,"InChI=1S/C21H23N5O3S/c1-12-17(25-21(28)29-16-6-4-3-5-7-16)8-14(10-22-12)15-9-18-19(23-11-15)26-20(30-18)24-13(2)27/h8-11
0,14
0,17H
0,13
0,27)28/h8-12
0,17H
1,5
0,2-6H2
0,"InChI=1S/C20H22F3N5O4S/c1-19(33(2
5-dihydro-3H-pyridin-2-amine",8
5R)-6-amino-3-fluoro-2,9
0,6-9H2
0,"InChI=1S/C20H21F3N4O3S/c1-19(7-8-20(11-21
1,"InChI=1S/C17H16F4N4O/c1-16(4-5-17(20
382.093,7
2-difluoro-[1,34
0,"InChI=1S/C17H15F5N4O/c18-8-16(3-4-17(21
1,4
404.182,6
0,"InChI=1S/C18H20F3N5O3S/c1-17(30(2
2,"InChI=1S/C19H19F2N5O/c1-18(11-22)5-6-19(10-20
2,"InChI=1S/C19H19F2N5O/c1-18(11-22)5-6-19(10-20
440.149,8
0,"InChI=1S/C18H17ClFN3/c1-18(8-11-6-13(11)17(21)23-18)14-7-10(2-4-15(14)20)16-5-3-12(19)9-22-16/h2-5
2,"InChI=1S/C19H18F3N5O/c1-18(10-23)5-6-19(16(21)22
0,3
0,9-12
0,14
0,23
0,10-12
0,13
0,12
0,9
0,10-15
1,1
0,5
0,11
0,14
0,10
0,11
0,12
0,8-12
0,12
0,13
0,11-16
0,9-13
0,6-7
0,9
0,25
0,13
0,11-16
1,21
0,9-13
0,25
0,6-8
0,8-9
0,11-12
0,22
0,8
0,24
1,19
0,9
0,24
0,11-13
0,14
3a,9
0,25
0,10-15
1,6-7
0,26
0,10-14
0,11
0,8-12
0,23
0,9-13
1,6-7
0,8-12
0,6-7
0,10-14
0,10-15
0,10-14
0,9
0,9
482.177,6
0,7
2,7
484.167,6
0,7
1,7
525.219,38
2,7
504.159,6
1,6
0,3-Propanetriyl triformate|propane-1
506.149,6
0,8
0,"InChI=1S/C15H9F3N2O2/c16-15(17
0,"InChI=1S/C21H13ClF3N3O2/c22-13-4-3-5-14(11-13)28-20(16-6-1-2-7-17(16)29)26-19(27-28)15-9-8-12(10-18(15)30)21(23
0,3
0,"InChI=1S/C22H16F3N3O3/c1-31-15-9-7-14(8-10-15)28-21(17-4-2-3-5-18(17)29)26-20(27-28)16-11-6-13(12-19(16)30)22(23
0,0
0,"InChI=1S/C21H13F4N3O2/c22-13-4-3-5-14(11-13)28-20(16-6-1-2-7-17(16)29)26-19(27-28)15-9-8-12(10-18(15)30)21(23
0,"InChI=1S/C22H16F3N3O3/c1-31-15-6-4-5-14(12-15)28-21(17-7-2-3-8-18(17)29)26-20(27-28)16-10-9-13(11-19(16)30)22(23
0,"InChI=1S/C22H16F3N3O2/c1-13-6-9-15(10-7-13)28-21(17-4-2-3-5-18(17)29)26-20(27-28)16-11-8-14(12-19(16)30)22(23
0,"InChI=1S/C21H13ClF3N3O2/c22-13-6-8-14(9-7-13)28-20(16-3-1-2-4-17(16)29)26-19(27-28)15-10-5-12(11-18(15)30)21(23
0,"InChI=1S/C22H13F6N3O2/c23-21(24
0,"InChI=1S/C22H16F3N3O3/c1-31-19-9-5-3-7-16(19)28-21(15-6-2-4-8-17(15)29)26-20(27-28)14-11-10-13(12-18(14)30)22(23
0,"InChI=1S/C23H18F3N3O2/c1-2-14-7-10-16(11-8-14)29-22(18-5-3-4-6-19(18)30)27-21(28-29)17-12-9-15(13-20(17)31)23(24
0,"InChI=1S/C21H13ClF3N3O2/c22-15-6-2-3-7-16(15)28-20(14-5-1-4-8-17(14)29)26-19(27-28)13-10-9-12(11-18(13)30)21(23
0,"InChI=1S/C22H13F6N3O2/c23-21(24
7H2, 3-METHYL-1-PHENYL-|AB00375776_14|AB00375776_15|2 4-Dihydro-5-methyl-2-phenyl-3H-pyrazol-3-one|2
0,"InChI=1S/C21H13F4N3O2/c22-15-6-2-3-7-16(15)28-20(14-5-1-4-8-17(14)29)26-19(27-28)13-10-9-12(11-18(13)30)21(23
0,3
0,30-31H
0,"InChI=1S/C21H13F4N3O2/c22-13-6-8-14(9-7-13)28-20(16-3-1-2-4-17(16)29)26-19(27-28)15-10-5-12(11-18(15)30)21(23
0,"InChI=1S/C22H13F3N4O2/c23-22(24
0,"InChI=1S/C25H22F3N3O2/c1-24(2
0,3
0,"InChI=1S/C24H20F3N3O2/c1-14(2)15-7-10-17(11-8-15)30-23(19-5-3-4-6-20(19)31)28-22(29-30)18-12-9-16(13-21(18)32)24(25
0,3
0,3
0,"InChI=1S/C22H13F6N3O2/c23-21(24
0,"InChI=1S/C21H13F3IN3O2/c22-21(23
0,"InChI=1S/C22H13F6N3O3/c23-21(24
0,"InChI=1S/C21H13BrF3N3O2/c22-13-6-8-14(9-7-13)28-20(16-3-1-2-4-17(16)29)26-19(27-28)15-10-5-12(11-18(15)30)21(23
0,30H
0,15-17H2
0,29H
0,28H
0,14-16H2
0,4
0,31H
0,29H
0,1-3H3
0,29H
0,30H
0,29
0,15-17H2
0,15-17H2
0,1-4H3
0,30H
0,14-16H2
0,29H
0,30H
0,30
0,15-17H2
0,15-17H2
0,2
0,29
0,30H
0,14-16H2
0,30H
0,15-17H2
0,28H
0,13H
0,11H
0,14H
0,8
0,13H
0,12H
0,8
0,13H
0,10H
0,8
0,9
0,9
0,10
0,8
0,10
0,16H
0,14H
0,14H
0,11H
0,10H
310.000,4-imidazolidinedione|MEPHENYTOIN (USP IMPURITY)|MEPHENYTOIN [USP IMPURITY]|Mephenytoin (USAN:USP:INN:BAN)|DL-Mephenytoin|Mesantoin (TN)|(-)-5-Ethyl-3-methyl-5-phenylhydantoin|5-Ethyl-5-fenyl-3-methylhydantoin [Czech]|SR-05000001478|Mephenytoin (USP/INN)|5 Ethyl 3 Methyl 5 Phenylhydantoin|(+-)-5-Ethyl-3-methyl-5-phenylhydantoin|()-Mephenytoin|3-Methyl-5
0,11H
5S)-4-azido-5-(hydroxymethyl)tetrahydrofuran-2-yl]pyrimidine-2,4-(1H
1, >=98.0% (HPLC)|N-PARA-ETHOXYPHENYL-ACETAMIDE|Tox21_110347|Tox21_201926|Tox21_302895|BDBM50420191|CCG-39439|NSC757401|AKOS000370201|Phenacetin 1.0 mg/ml in Acetonitrile|Tox21_110347_1|DB03783|NSC-757401|IDI1_000580|Acetamide
0,13H
0,13H
0,12H
0,13H
0,9
0,9
0,14H
0,19H
0,"InChI=1S/C16H17N3OS/c1-10(2)21-16-18-14(11(3)15(20)19-16)13(9-17)12-7-5-4-6-8-12/h4-8
0,14H
0,13H
0,10
0,12H
0,13H
1,20)21)6-12(5-10)18(22
0,14H
0,13H
0,12H
0,"InChI=1S/C26H26N2O8S/c1-17-21-12-11-19(16-23(21)35-26(29)22(17)15-18-7-5-6-8-18)33-13-14-34-24-25(28(30)36-27-24)37(31
0,"InChI=1S/C34H31N5O9S/c1-23-28-12-11-26(45-17-18-46-32-33(39(42)48-36-32)49(43
0,"InChI=1S/C28H24N2O8S/c1-19-23-15-13-21(18-25(23)37-28(31)24(19)14-12-20-8-4-2-5-9-20)35-16-17-36-26-27(30(32)38-29-26)39(33
0,"InChI=1S/C33H32N4O9S/c1-23-27-13-12-25(43-18-19-44-31-32(37(40)46-34-31)47(41
0,"InChI=1S/C34H34N4O9S/c1-24-28-13-12-26(44-20-21-45-32-33(38(41)47-35-32)48(42
0,"InChI=1S/C33H31FN4O9S/c1-22-27-12-11-25(44-17-18-45-31-32(38(41)47-35-31)48(42
0,"InChI=1S/C27H20FN3O9S/c28-19-9-6-17(7-10-19)16-29-24(32)22-14-18-8-11-20(15-23(18)39-27(22)33)37-12-13-38-25-26(31(34)40-30-25)41(35
0,"InChI=1S/C29H24FN3O9S/c1-18-23-12-11-21(17-25(23)41-29(35)24(18)13-14-26(34)31-20-9-7-19(30)8-10-20)39-15-16-40-27-28(33(36)42-32-27)43(37
0,"InChI=1S/C33H32N4O10S/c1-22-27-12-11-25(44-17-18-45-31-32(37(40)47-35-31)48(41
0,"InChI=1S/C25H21FN4O8S/c1-35-22-15-19(11-12-21(22)23(31)28-27-16-17-7-9-18(26)10-8-17)36-13-14-37-24-25(30(32)38-29-24)39(33
 3,5-Oxadiazole
0,"InChI=1S/C30H26FN3O9S/c1-19-24-12-11-22(40-15-16-41-28-29(34(37)43-33-28)44(38
0,"InChI=1S/C28H21F3N2O8S/c1-17-22-12-11-20(16-24(22)40-27(34)23(17)15-18-7-9-19(10-8-18)28(29
0,"InChI=1S/C24H21N5O8S/c1-34-21-15-18(7-8-20(21)22(30)27-26-16-17-9-11-25-12-10-17)35-13-14-36-23-24(29(31)37-28-23)38(32
0,"InChI=1S/C27H28N2O8S/c1-18-22-13-12-20(17-24(22)36-27(30)23(18)16-19-8-4-2-5-9-19)34-14-15-35-25-26(29(31)37-28-25)38(32
0,"InChI=1S/C24H19FN4O8S/c25-17-8-6-16(7-9-17)15-26-27-22(31)20-11-10-18(14-21(20)30)35-12-13-36-23-24(29(32)37-28-23)38(33
2,"InChI=1S/C26H23FN4O7S/c1-18(29-28-17-19-8-10-20(27)11-9-19)23-13-12-21(16-24(23)35-2)36-14-15-37-25-26(31(32)38-30-25)39(33
0,"InChI=1S/C23H22N2O8S/c1-14(2)20-15(3)18-10-9-16(13-19(18)32-23(20)26)30-11-12-31-21-22(25(27)33-24-21)34(28
0,"InChI=1S/C28H21N3O8S/c1-18-23-12-11-21(16-25(23)38-28(32)24(18)15-19-7-9-20(17-29)10-8-19)36-13-14-37-26-27(31(33)39-30-26)40(34
0,"InChI=1S/C22H20N2O8S/c1-3-17-14(2)18-10-9-15(13-19(18)31-22(17)25)29-11-12-30-20-21(24(26)32-23-20)33(27
0,"InChI=1S/C20H16N2O8S/c1-13-11-18(23)29-17-12-14(7-8-16(13)17)27-9-10-28-19-20(22(24)30-21-19)31(25
0,"InChI=1S/C27H21FN2O8S/c1-17-22-12-11-20(16-24(22)37-27(31)23(17)15-18-7-9-19(28)10-8-18)35-13-14-36-25-26(30(32)38-29-25)39(33
0,"InChI=1S/C27H27N3O10S/c1-18-21-8-7-19(17-23(21)39-27(32)22(18)9-10-24(31)29-11-13-36-14-12-29)37-15-16-38-25-26(30(33)40-28-25)41(34
0,"InChI=1S/C27H21N3O10S/c1-17-22-12-11-20(16-24(22)39-27(31)23(17)15-18-7-9-19(10-8-18)29(32)33)37-13-14-38-25-26(30(34)40-28-25)41(35
0,"InChI=1S/C26H24N4O9S/c1-35-19-10-8-18(9-11-19)17-27-28-24(31)22-13-12-20(16-23(22)36-2)37-14-15-38-25-26(30(32)39-29-25)40(33
0,"InChI=1S/C28H22FN3O9S/c1-17-22-12-11-20(15-24(22)40-28(34)23(17)16-25(33)30-19-9-7-18(29)8-10-19)38-13-14-39-26-27(32(35)41-31-26)42(36
NULL,C1=CC=C(C=C1)S(=O)(=O)C2=[N+](ON=C2)[O-]
NULL,21H
2,19H
NULL,21H
1,3
2D+3D,21H
2,"InChI=1S/C20H24N2O/c23-20(15-17-7-3-1-4-8-17)21-19-11-13-22(14-12-19)16-18-9-5-2-6-10-18/h1-10
NULL,20H
0,"InChI=1S/C23H14F5N5O3/c1-32-19(30-31-22(32)35)11-33-5-4-17(23(26
0,"InChI=1S/C24H21F3N4O3/c1-14-5-4-6-16(11-14)17-7-8-19(15(2)12-17)34-21-18(24(25
0,"InChI=1S/C24H18F3N5O3/c1-14-10-17(6-7-18(14)16-5-3-4-15(11-16)12-28)35-21-19(24(25
0,"InChI=1S/C24H18F3N5O4/c1-31-20(29-30-23(31)34)13-32-9-8-17(24(25
0,"InChI=1S/C22H15F5N4O3/c1-30-18(28-29-21(30)33)11-31-8-7-16(22(25
0,5
0,"InChI=1S/C24H17F4N5O3/c1-13-9-14(15-3-5-18(25)16(10-15)11-29)4-6-19(13)36-21-17(24(26
0,"InChI=1S/C23H19F3N4O3/c1-14-3-5-15(6-4-14)16-7-9-17(10-8-16)33-20-18(23(24
0,"InChI=1S/C23H15F4N5O3/c1-31-19(29-30-22(31)34)12-32-8-7-16(23(25
0,"InChI=1S/C23H18F4N4O3/c1-13-3-5-14(6-4-13)16-8-7-15(11-18(16)24)34-20-17(23(25
0,"InChI=1S/C23H14F5N5O3/c1-32-19(30-31-22(32)35)11-33-7-6-16(23(26
0,"InChI=1S/C23H18F4N4O3/c1-13-11-15(14-3-6-16(24)7-4-14)5-8-18(13)34-20-17(23(25
0,"InChI=1S/C24H21F3N4O3/c1-14-5-4-6-16(11-14)18-8-7-17(12-15(18)2)34-21-19(24(25
0,5
0,"InChI=1S/C24H17F4N5O3/c1-13-9-16(4-5-17(13)14-3-6-19(25)15(10-14)11-29)36-21-18(24(26
0,"InChI=1S/C24H15F3N6O3/c1-32-20(30-31-23(32)35)13-33-6-5-19(24(25
0,5
0,"InChI=1S/C24H21F3N4O3/c1-14-4-6-16(7-5-14)17-8-9-19(15(2)12-17)34-21-18(24(25
0,5
0,"InChI=1S/C23H18F4N4O3/c1-13-11-16(7-8-17(13)14-3-5-15(24)6-4-14)34-20-18(23(25
0,"InChI=1S/C23H18ClF3N4O3/c1-13-4-3-5-14(10-13)15-6-7-18(17(24)11-15)34-20-16(23(25
0,"InChI=1S/C22H15ClF4N4O3/c1-30-18(28-29-21(30)33)11-31-8-7-15(22(25
0,"InChI=1S/C22H16F4N4O3/c1-29-18(27-28-21(29)32)12-30-11-10-17(22(24
0,"InChI=1S/C24H18F3N5O3/c1-14-10-17(16-5-3-4-15(11-16)12-28)6-7-19(14)35-21-18(24(25
0,"InChI=1S/C23H15F4N5O3/c1-31-19(29-30-22(31)34)12-32-9-8-17(23(25
0,"InChI=1S/C23H16F3N5O3/c1-30-19(28-29-22(30)33)13-31-10-9-18(23(24
0,"InChI=1S/C23H18F4N4O3/c1-13-10-15(14-4-3-5-16(24)11-14)6-7-18(13)34-20-17(23(25
0,"InChI=1S/C23H15ClF3N5O3/c1-31-19(29-30-22(31)34)12-32-8-7-16(23(25
0,"InChI=1S/C23H14ClF4N5O3/c1-32-19(30-31-22(32)35)11-33-7-6-15(23(26
0,"InChI=1S/C22H16F4N4O3/c1-29-18(27-28-21(29)32)12-30-10-9-17(22(24
0,"InChI=1S/C23H15F4N5O3/c1-31-19(29-30-22(31)34)12-32-9-8-17(23(25
0,"InChI=1S/C23H18F4N4O3/c1-13-10-16(6-7-17(13)14-4-3-5-15(24)11-14)34-20-18(23(25
0,"InChI=1S/C23H15ClF3N5O3/c1-31-19(29-30-22(31)34)12-32-9-8-16(23(25
0,"InChI=1S/C23H18F4N4O3/c1-13-5-3-4-6-15(13)16-8-7-14(11-18(16)24)34-20-17(23(25
0,"InChI=1S/C23H18F4N4O3/c1-13-4-3-5-14(10-13)16-7-6-15(11-18(16)24)34-20-17(23(25
0,"InChI=1S/C22H15F5N4O3/c1-30-18(28-29-21(30)33)11-31-9-8-15(22(25
0,"InChI=1S/C23H15F4N5O3/c1-31-19(29-30-22(31)34)12-32-9-8-16(23(25
0,"InChI=1S/C24H17F4N5O3/c1-13-7-15(16-8-14(11-29)9-17(25)10-16)3-4-19(13)36-21-18(24(26
0,"InChI=1S/C24H18F3N5O3/c1-14-11-17(7-8-18(14)16-5-3-15(12-28)4-6-16)35-21-19(24(25
0,"InChI=1S/C23H15F4N5O3/c1-31-19(29-30-22(31)34)12-32-7-6-18(23(25
8,5-dihydro-4-methyl-5-oxo-1H-1
0,"InChI=1S/C23H19F3N4O3/c1-14-4-3-5-16(12-14)15-6-8-17(9-7-15)33-20-18(23(24
0,"InChI=1S/C23H15F4N5O3/c1-31-19(29-30-22(31)34)12-32-6-5-18(23(25
0,"InChI=1S/C22H15F5N4O3/c1-30-18(28-29-21(30)33)11-31-8-7-15(22(25
0,"InChI=1S/C24H15F3N6O3/c1-32-20(30-31-23(32)35)13-33-7-6-19(24(25
0,"InChI=1S/C24H21F3N4O3/c1-14-4-6-16(7-5-14)18-9-8-17(12-15(18)2)34-21-19(24(25
0,"InChI=1S/C24H17F4N5O4/c1-32-20(30-31-23(32)35)12-33-8-7-16(24(26
0,"InChI=1S/C24H14F4N6O3/c1-33-20(31-32-23(33)36)12-34-5-4-18(24(26
0,"InChI=1S/C23H18F4N4O3/c1-13-3-5-14(6-4-13)15-7-8-18(17(24)11-15)34-20-16(23(25
0,"InChI=1S/C23H14F5N5O3/c1-32-19(30-31-22(32)35)11-33-5-4-16(23(26
0,"InChI=1S/C23H18F4N4O3/c1-13-4-3-5-14(10-13)15-6-7-18(17(24)11-15)34-20-16(23(25
0,"InChI=1S/C23H14ClF4N5O3/c1-32-19(30-31-22(32)35)11-33-5-4-16(23(26
0,"InChI=1S/C24H14F4N6O3/c1-33-20(31-32-23(33)36)12-34-3-2-19(24(26
0,"InChI=1S/C23H14F5N5O3/c1-32-19(30-31-22(32)35)11-33-7-6-15(23(26
0,"InChI=1S/C24H18F3N5O3/c1-14-11-17(16-5-3-15(12-28)4-6-16)7-8-19(14)35-21-18(24(25
0,"InChI=1S/C23H15F4N5O3/c1-31-19(29-30-22(31)34)12-32-7-6-18(23(25
0,5
0,"InChI=1S/C24H17F4N5O4/c1-32-20(30-31-23(32)35)12-33-6-5-17(24(26
0,"InChI=1S/C23H16F3N5O3/c1-30-19(28-29-22(30)33)13-31-11-10-18(23(24
0,"InChI=1S/C24H18F3N5O3/c1-14-3-5-16(6-4-14)17-9-15(12-28)10-18(11-17)35-21-19(24(25
0,"InChI=1S/C24H18F3N5O3/c1-14-4-3-5-16(8-14)17-9-15(12-28)10-18(11-17)35-21-19(24(25
0,"InChI=1S/C24H18F3N5O4/c1-31-20(29-30-23(31)34)13-32-10-9-17(24(25
0,"InChI=1S/C22H15F5N4O3/c1-30-18(28-29-21(30)33)11-31-9-8-16(22(25
0,5
0,"InChI=1S/C23H18ClF3N4O3/c1-13-3-5-14(6-4-13)15-7-8-18(17(24)11-15)34-20-16(23(25
0,5
0,"InChI=1S/C24H17F4N5O3/c1-13-7-17(3-4-18(13)15-8-14(11-29)9-16(25)10-15)36-21-19(24(26
0,"InChI=1S/C22H15ClF4N4O3/c1-30-18(28-29-21(30)33)11-31-9-8-15(22(25
0,5
0,5
0,"InChI=1S/C23H15F4N5O3/c1-31-19(29-30-22(31)34)12-32-8-7-17(23(25
2D+3D,22H
2D+3D,2
Biological Test Results|Classification|Patents,15H2"
2D+3D,21-24H
Biological Test Results|Classification|Patents,14H2"
Biological Test Results|Classification|Patents,14H2"
0,5
0,21
Biological Test Results|Classification|Patents,14H2"
Biological Test Results|Classification|Patents,15H2"
0,"InChI=1S/C22H26F3N7O2S/c1-5-34-21-26-9-16(10-27-21)18-19(35-20(28-18)22(23
0,14
0,16H
1,"InChI=1S/C24H25F3N8OS/c1-3-5-18-29-10-16(11-30-18)20-22(37-23(32-20)24(25
0,15
0,4
0,"InChI=1S/C23H22F3N7O2S/c1-14-11-31(8-9-33(14)18(34)12-32-13-29-16-4-3-7-27-20(16)32)21-19(30-22(36-21)23(24
0,23)24)29-4-5-31(12(2)9-29)15(32)11-30-10-14(21)8-27-30/h6-8
1,6
1,11
0,"InChI=1S/C25H28F3N9O2S/c1-16-13-35(7-8-37(16)19(38)14-36-15-32-18-5-4-6-29-21(18)36)22-20(33-23(40-22)25(26
0,4
0,11
0,"InChI=1S/C24H23F3N6O4S/c1-3-36-22-28-10-15(11-29-22)19-20(38-21(30-19)24(25
0,26)27)32-8-9-34(15(2)12-32)19(35)13-33-14-30-17-6-4-5-7-18(17)33/h4-7
0,"InChI=1S/C24H24F3N7O2S/c1-3-36-23-29-11-17(12-30-23)19-21(37-22(31-19)24(25
0,16H
1,11
494.182,710.000
0,14
0,22)23)28-7-8-30(13(2)11-28)15(31)12-29-6-4-5-26-29/h4-6
0,23)24)29-7-8-30(14(3)11-29)16(32)12-31-13(2)5-6-27-31/h5-6
0,12
0,15H
0,"InChI=1S/C24H23F3N6O2S/c1-15-12-31(10-11-33(15)19(34)13-32-14-29-18-4-3-9-28-21(18)32)22-20(30-23(36-22)24(25
0,6
0,"InChI=1S/C24H24F3N7O2S/c1-3-36-23-29-11-17(12-30-23)20-21(37-22(31-20)24(25
0,27)28)32-8-9-33(15(2)13-32)20(36)14-34-18-7-5-4-6-16(18)10-19(34)35/h4-7
0,4
0,26)27)32-6-7-34(12(2)10-32)15(35)11-33-5-4-14(31-33)20(22
0,17H
0,11
0,"InChI=1S/C22H21F3N8O2S/c1-13-10-31(6-7-33(13)16(34)11-32-12-29-15-4-3-5-26-18(15)32)19-17(30-20(36-19)22(23
1,5
1,5
1,12
0,1
1,11
0,23)24)29-7-8-31(14(3)11-29)16(32)12-30-6-5-13(2)28-30/h5-6
0,"InChI=1S/C24H25F3N8O3S/c1-15-12-33(6-7-35(15)18(36)13-34-14-31-17-4-3-5-28-20(17)34)21-19(32-22(39-21)24(25
1,12
0,5
0,4
0,4
1,12
1,5
0,5
0,"InChI=1S/C23H23F3N8O2S/c1-3-36-22-28-9-16(10-29-22)18-20(37-21(31-18)23(24
0,"InChI=1S/C22H20N8OS/c31-18(12-30-13-24-17-6-3-7-23-21(17)30)28-8-10-29(11-9-28)22-19(32-14-25-22)20-26-15-4-1-2-5-16(15)27-20/h1-7
0,"InChI=1S/C23H23F3N8O2S/c1-3-36-22-28-9-15(10-29-22)18-20(37-21(31-18)23(24
1,5
534.138,782.000
0,"InChI=1S/C22H21F3N8OS/c1-13-10-31(6-7-33(13)17(34)11-32-12-29-16-4-3-5-26-19(16)32)20-18(15-8-27-14(2)28-9-15)30-21(35-20)22(23
1,12
1,13
0,11
0,12-15
20-hexaoxo-18-(4-(sulfooxy)benzyl)-4,17
0,6
17R)-3,11
10S,16-17H
12+,16-TETRAOXATETRACYCLO[10.3.1.0?
16-,3-i]isochromen-10-yl)oxy)butanoic acid"
12+,16-tetraoxatetracyclo[10.3.1.04
12-,13.08
CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC(=O)CCC(=O)O)C,2.500
18+,C19H28O8
629.000,9-alpha
17?,384.400
10S,16-17H
4,5R)-3
9520,0
1, certified reference material
71381,"InChI=1S/H3O4P/c1-5(2
0, 99.9995% trace metals grade|Isotopic standard for gallium
Cl2Hg, ReagentPlus(R)
C[N+](C)(C)CC(=O)O.[Cl-],N-trimethyl-
N-trimethyl-, 1-carboxy-N
3-Dihydroxy-1,S-dioxide|Saccharinum|2
13, 4-O-.BETA.-D-GALACTOPYRANOSYL-D-GLUCONATE (SALT)|4-(2-{[4-(4-Hydroxyphenyl)butan-2-yl]amino}ethyl)benzene-1
7, (- )-
 hydrochloride, HYDROCHLORIDE (1:1)|1
381.094,382.300
0,305.000
0,15
1,12H2
0,11
0,15
0,15
0,13H2
2D+3D,(H
0,16
0,17
1,13H2
0,14
7,13H2
0,14
0,14
0,15-16
1,15H
7,23H
7,12
0,14
2S)-2-(6-fluoro-2-hydroxy-3-propanoylphenyl)cyclopropyl]urea;diacetate","InChI=1S/C19H17FN4O3.2C2H4O2.Zn/c1-2-15(25)11-4-5-13(20)17(18(11)26)12-7-14(12)23-19(27)24-16-6-3-10(8-21)9-22-16;2*1-2(3)4;/h3-6
28,17H
2D+3D,(H
1,18
0,16
0,21
0,21
0,16
1,24H
0,23
0,15-16
0,21
1,23H
1,"InChI=1S/C21H24Cl2N2O3S/c1-13(2)9-10-24-29(27
0,16
0,20
1,17
2D+3D,26H
1,24H
0,19
0,17
1,15-16
0,25)26/h3-15
0,24
0,21
0,22
1,"InChI=1S/C26H24N4O3S/c1-20-10-12-23(13-11-20)34(32
0,8-16
0,21
2D+3D,28H
0,20
2D+3D,29H
0,18
0,27)24-21-10-6-5-9-20(21)22(25)23-16-15-18-7-3-2-4-8-18/h2-14
1,28H
1,13-17
0,22
0,23
0,5.200
0,350.400
0,30-21)18-4-2-1-3-5-18/h1-5
3,27-17)16-5-3-2-4-6-16/h2-6
0,29-18)17-4-2-1-3-5-17/h1-5
0,34)35)12-14-27(19)42-22-10-11-22/h1-9
3,"InChI=1S/C22H22F6N2/c23-21(24
0,27-16)15-4-2-1-3-5-15/h1-5
2,13
1,7
1,29)30)8-10-23(16)36-20-6-7-20/h2-5
0,34)35)12-14-28(20)41-24-10-11-24/h1-9
500.215,30-20)16-4-2-1-3-5-16/h1-5
571.176,29)30)8-10-22(15)37-18-6-7-18/h2-5
19,721|Q27287911|(+)-(2s
35)",9
0,13
1,26)27/h5-8
0,5-6
0,5-6
489.174,29)30/h1-3
3,29)26-15-17-7-4-8-20(17)21(27)14-9-16-5-2-1-3-6-16/h1-3
1,"InChI=1S/C21H25Cl2NO3S/c22-17-11-18(23)13-19(12-17)28(26
0,7-9
5-dichlorophenyl)methyl]-2-[1-hydroxy-3-[2-(trifluoromethoxy)phenyl]propyl]cyclopentane-1-carboxamide","InChI=1S/C23H24Cl2F3NO3/c24-16-10-14(11-17(25)12-16)13-29-22(31)19-6-3-5-18(19)20(30)9-8-15-4-1-2-7-21(15)32-23(26
435.137,"InChI=1S/C23H27Cl2NO3/c1-29-19-8-5-15(6-9-19)7-10-22(27)20-3-2-4-21(20)23(28)26-14-16-11-17(24)13-18(25)12-16/h5-6
0,"InChI=1S/C23H25F3N2O3/c1-28(15-17-6-3-2-4-7-17)22(30)20-9-5-8-19(20)21(29)27-14-16-10-12-18(13-11-16)31-23(24
0,6-9
0,"InChI=1S/C22H25Cl2NO2/c23-17-11-16(12-18(24)13-17)14-25-22(27)20-8-4-7-19(20)21(26)10-9-15-5-2-1-3-6-15/h1-3
489.109,"InChI=1S/C23H24Cl2F3NO3/c24-16-9-15(10-17(25)12-16)13-29-22(31)20-6-2-5-19(20)21(30)8-7-14-3-1-4-18(11-14)32-23(26
539.101,3
0,C9H12O
0,"InChI=1S/C22H26Cl2O2/c23-19-11-17(12-20(24)13-19)14-26-15-18-7-4-8-21(18)22(25)10-9-16-5-2-1-3-6-16/h1-3
405.126,"InChI=1S/C22H25Cl2NO2/c23-18-11-17(12-19(24)13-18)22(27)25-14-16-7-4-8-20(16)21(26)10-9-15-5-2-1-3-6-15/h1-3
2,"InChI=1S/C22H26Cl2O2/c23-18-13-17(14-19(24)15-18)11-12-26-22-8-4-7-20(22)21(25)10-9-16-5-2-1-3-6-16/h1-3
25-/m1/s1",4.400
489.109,"InChI=1S/C23H24Cl2F3NO3/c24-16-10-15(11-17(25)12-16)13-29-22(31)20-3-1-2-19(20)21(30)9-6-14-4-7-18(8-5-14)32-23(26
3,5-6
1,19-21
421.186,26)30-18-12-9-17(10-13-18)15-27-22(29)20-8-4-7-19(20)21(28)14-11-16-5-2-1-3-6-16/h1-3
1,5-6
0,27)28)12-18(11-15)25(29
